Unnamed: 0,x_i,x_j,Label
4201,it is the room,where the meeting took place.,Gemini
4202,"jenny can call rhode island radiology , just",to let me know the results.,Gemini
4203,the bookshelves had been built specifically for their,specific size and shape of the books they held.,Gemini
4204,she 'd been so deep in her story that,she hadn’t noticed the time passing.,Gemini
4205,it was patronizing and,condescending.,Gemini
4206,whistles blew as the mounted police tried to wade into,and the crowd surged forward.,Gemini
4207,mackenzie 's jaw drops,dropped open.,Gemini
4208,"i 'm fond of sam , and he",always looks out for me.,Gemini
4209,"some further out ,","beyond that, the area was deserted.",Gemini
4210,"the atmosphere was denser ,",heavy with anticipation.,Gemini
4211," hey , baby , i",I’m in love with you.,Gemini
4212,"plus , you 'd have to cut",cut corners.,Gemini
4213,i was about to snap back into my body,I felt a wave of dizziness.,Gemini
4214,or to have his friends do what they would,have his enemies do the same thing to him.,Gemini
4215,why did he have,do this to her?,Gemini
4216,what we have to figure out,figure out what happened.,Gemini
4217,i need to find smart people but i cant,and I'm running out of time.,Gemini
4218,alex doesnt know how long he,has been waiting here.,Gemini
4219,"come on , it wo n't take us",take long.,Gemini
4220,"focusing on the female werewolf , he probed","her aura, sensing a shift in her emotions.",Gemini
4221,anyone could see it would be a long,drawn-out process.,Gemini
4222,can ya do some,some more coffee?,Gemini
4223,if you look in the front pocket of,"his jacket, he found a small, worn photograph.",Gemini
4224,his longest sentence was : if you need to talk,"to talk to me, he made it clear that he didn’t want to get involved.",Gemini
4225,"ill give it a shot , the dark-eyed","woman said, a glimmer of hope in her eyes.",Gemini
4226,i often caused this reaction from the old boxer,when he was knocked to the ground.,Gemini
4227,mia and julian did,had a secret rendezvous.,Gemini
4228,flora kept herself in a state,a state of denial.,Gemini
4229,that property of ours is the only thing we,own.,Gemini
4230,it was a thought that had crossed his,"his mind, and he couldn't shake it.",Gemini
4231," well , then , '' she said","she said, her tone firm.",Gemini
4232,claire did n't know nearly as much about,the details of the case.,Gemini
4233, i just do n't want to be,be alone.,Gemini
4234,this-whatever this was with,the two of them.,Gemini
4235," sweetheart , i told you",you that this was a bad idea.,Gemini
4236,"she stared at him ,  austerlitz , the",name echoed in her mind.,Gemini
4237,daemon cocked his head to the side while,listening intently.,Gemini
4238,do you know what its like to sweat,blood rushing through your veins?,Gemini
4239,it was all too reminiscent,of a past trauma.,Gemini
4240,once that 's changed and i do n't matter,I no longer have any control over my life.,Gemini
4241,but then he glanced down at,"the small, worn key in his hand.",Gemini
4242,i wonder if she knew,knew what was happening.,Gemini
4243,the last time i 'd been,here before.,Gemini
4244,riley summoned every healing skill given to her,and her wounds began to heal.,Gemini
4245,"he says , and",his voice laced with urgency.,Gemini
4246,nate appeared to share a joke with the,"others in the room, and everyone laughed.",Gemini
4247,it resembled the one at the inn in beaufort,the one she had stayed at before.,Gemini
4248,"shaking , she got dressed and , hands",her hands trembling.,Gemini
4249,how much of the physiological fugal,processing was necessary to make sense of this data.,Gemini
4250, same with me hanging,with you holding onto the rope.,Gemini
4251,she jumped up to sit on the countertop,"then began to speak, her voice filled with excitement.",Gemini
4252,he asked that i try to hold off,for the results of the experiment.,Gemini
4253,they took up positions with acheron in the,"the perimeter, their weapons loaded and ready.",Gemini
4254,"let agnes have the body back ,",I want justice to be served.,Gemini
4255,dancer knelt beside her and,and offered a comforting smile.,Gemini
4256," aw , ara , i was n't gon",gonna do that.,Gemini
4257,i bet you are just enjoying,this new freedom.,Gemini
4258,"robert was grateful for their concern , but",but he was deeply grateful for their support.,Gemini
4259,layne watched him for three beats until his,eyes flickered with uncertainty.,Gemini
4260,"you seem like a nice girl ,",you seem like a very kind person.,Gemini
4261,right from the start he,had a plan from the very beginning.,Gemini
4262,"the first one was turned sideways , blocking",creating a barrier between them.,Gemini
4263,the fairies who saved me brought me to one,of the ancient ruins.,Gemini
4264,shafts of sunlight slanted through windows of stained,"stained glass, casting vibrant colors throughout the room.",Gemini
4265,"the rules are pretty tricky , and the",penalties for breaking the rules.,Gemini
4266,richter is going to notice ;,he’s already aware of what happened.,Gemini
4267,"i look in the direction of it ,",and saw a shadowy figure lurking in the distance.,Gemini
4268,"the room is slowly stopping , and since","the lights flickered and died, plunging them into darkness.",Gemini
4269,he was our best chance,chance for redemption.,Gemini
4270,the opportunity for an exciting adventure had been,lost somewhere between reality and fantasy.,Gemini
4271, you make it sound,like I know what I’m doing.,Gemini
4272," that , or literally pick",pick up that phone and start calling.,Gemini
4273,she could have done so much good,have made a much greater difference.,Gemini
4274," i 'm mrs. walker , but if",you tell me your real name.,Gemini
4275,"yes , this is where the great spirit",the great spirit resides.,Gemini
4276,then kylie felt that if she did n't,didn’t do what she was told.,Gemini
4277,you 're helping to,make a real difference.,Gemini
4278,until i picked up minoss,minos’s message.,Gemini
4279,if i was dying i,run away from my problems.,Gemini
4280,there is a growing feeling that it is,a conspiracy is at play.,Gemini
4281,never in her life had,experienced such overwhelming grief.,Gemini
4282,solin had no doubt that thorn,would find a way to stop them.,Gemini
4283,"he closed his eyes , still fighting a",a fierce internal battle.,Gemini
4284,she talked about sofia as if she were talking about,"a close friend, her voice full of affection.",Gemini
4285,he stared at me for another long,"moment, a silent understanding passing between them.",Gemini
4286,lara stared at him with absolutely,disbelief.,Gemini
4287,he wore a watch like the kind her parents,had always worn.,Gemini
4288,you climb it and jump over,the fence.,Gemini
4289, you 've got,a plan.,Gemini
4290,the second approach i,I took.,Gemini
4291,let him know im on the,the scene.,Gemini
4292,"an hour later , denise cleared her third","cup of coffee, and began to feel a sense of calm.",Gemini
4293,"but to see ourselves , our species being altered ...",this is what it means to be human.,Gemini
4294,"then she saw it , sat neatly",a small package was left on the table.,Gemini
4295,she took a few hesitant,"steps towards the door, her heart pounding in her chest.",Gemini
4296,"there 's nothing to be jealous of , unless",you’re better than him.,Gemini
4297,"for some reason , the thought of speaking",talking about such personal matters felt uncomfortable.,Gemini
4298, some tantalizing hints was about,something big is about to happen.,Gemini
4299,"she jumps at his touch , still uncertain if",she would be safe.,Gemini
4300,id only mimicked what mike riverside had done before,I’d only copied his methods; I was never really original.,Gemini
4301, i 'm not sure what you 've,done.,Gemini
4302,if these creatures were anything like the humans,I’d be terrified.,Gemini
4303,all the invisible animal,creatures were watching them from the shadows.,Gemini
4304, but i saw a fenrir,was a terrifying sight.,Gemini
4305, they 're just puppets,they’re being controlled.,Gemini
4306,"when she walked out of the vault , the","doors swung open, revealing a hidden chamber.",Gemini
4307,jacobs held his hand,"hand out to her, offering comfort.",Gemini
4308,it was just a,misunderstanding.,Gemini
4309,approaching the other woman beth noted a few,a few concerning details.,Gemini
4310,this was the entryway into the attic that,hadn’t been used in years.,Gemini
4311, you just told me you,were going to leave.,Gemini
4312,duke did n't give felicia a chance to,explain herself.,Gemini
4313," dolph , graham is",is in deep trouble.,Gemini
4314,"jackson was stumbling towards me to help ,",and I felt a surge of gratitude.,Gemini
4315,"and now , if she wanted to hang","out with her friends, she wouldn’t be lonely.",Gemini
4316,i swear i 'll be there for you,"I’ll be there for you, always.",Gemini
4317,beaters climb to the top floor ( and,then they’ll need to use the stairs.,Gemini
4318, and he 's,going to be in trouble.,Gemini
4319,then she realized this was n't just,a simple misunderstanding.,Gemini
4320," sure thing , sweetie",she said sweetly.,Gemini
4321," i 've climbed the pyramids , i",I’ve seen some incredible things in my life.,Gemini
4322,the hand-painted mural depicted bigfoot seated on a,"a throne, surrounded by adoring fans.",Gemini
4323," giliberti olives , '' i murmur ,","I said quietly, trying to sound nonchalant.",Gemini
4324,"at 11:30 , the local news and weather",forecast called for thunderstorms.,Gemini
4325,he knew colt would work at it until,he’d perfected his technique.,Gemini
4326,billions of people govern their,lives according to a rigid set of rules.,Gemini
4327,"her smile faded , and she started looking","worried, and her eyes darted around the room.",Gemini
4328,i 'd advise you to speak the truth,"tell the truth, even if it's painful.",Gemini
4329,the friction between my body,my body and his was intense and electric.,Gemini
4330,he slips back through the window and comes,and looked around the room.,Gemini
4331,"oh no , i did it all myself , but",I didn’t mean for this to happen.,Gemini
4332,two hired killers lay dead on the trail,and I felt a sense of unease wash over me.,Gemini
4333,"wrinkles vanished , and they both appeared to",look younger.,Gemini
4334,i 'll be begging him,I’ll be begging for mercy.,Gemini
4335, you wo n't,want you to leave.,Gemini
4336,it seemed not forgetting what this stranger did for,what this stranger had done for her.,Gemini
4337,the second soldier grabbed corissa as she kicked,she kicked out at him.,Gemini
4338, so nice to see,seeing you again.,Gemini
4339,"the thought made her shiver with desire ,",sent a shiver down her spine.,Gemini
4340, something new we,should try together.,Gemini
4341,there were two light poles near the chain-link,fence were several broken glass bottles.,Gemini
4342,"twice , now that",we’ve reached a critical point.,Gemini
4343,caleb throws whatever it is he has in,"into the crowd, and disappeared into the darkness.",Gemini
4344,then he started a conversation about some,started to explain what had happened.,Gemini
4345,before him stood the headquarters where the garrison,"the soldiers were preparing for battle, and a sense of dread filled the air.",Gemini
4346, it 's better than stabbin,much better than just stabbing him in the back.,Gemini
4347,seth clutched her hand in his as he,"reached for her hand, offering comfort and support.",Gemini
4348,"clearing his throat ,",and then continued speaking.,Gemini
4349, then i 'll have to be the,one who will stop him.,Gemini
4350, you can't- '',you’re not going to like what I have to say.,Gemini
4351,i totally knew what he was saying,exactly what he was saying.,Gemini
4352,i try to recite some of the facts,some of the relevant facts.,Gemini
4353,just as he looked up at red shirt the,"man began to speak, and a wave of anxiety washed over her.",Gemini
4354," in more ways than one , ''","I’m telling you, this is going to be disastrous.",Gemini
4355,"then when we attack , that ship",will be destroyed.,Gemini
4356,t-rex and viveca waited for her,for a chance to speak with him.,Gemini
4357,"at the top of his lungs , and",and then he started shouting obscenities.,Gemini
4358,william thumped his chest,"his chest, a mixture of relief and gratitude washing over him.",Gemini
4359,"suddenly , it became clear",everything changed.,Gemini
4360, may i ask a few,questions before I let you go?,Gemini
4361,"desperate , berengaria tried to sop","up the blood, trying to stem the flow.",Gemini
4362,there wouldnt have been a place for dmitry to,for dmitry to hide.,Gemini
4363,sonne broke into his home with,a weapon.,Gemini
4364,that particular team had a penchant,for taking unnecessary risks.,Gemini
4365,his words reminded darin of the mysterious nature,nature of the prophecy.,Gemini
4366, dad bailed and no,and no one was going to help him.,Gemini
4367,"their bodies fit together easily , perfectly ,",and it felt natural and right.,Gemini
4368,"chapter 19 reid javier , one of the",one of the lead investigators on the case.,Gemini
4369,"whatever i did tonight ,",I’m not going to apologize for what I did.,Gemini
4370,"gulping , he opened the door and climbed","climbed the stairs, his heart pounding in his chest.",Gemini
4371,that 's why i know,I knew this would happen.,Gemini
4372,i was trying to remember what it was,I was trying to recall what had happened.,Gemini
4373,i just think that it would be,be a good idea to just walk away.,Gemini
4374,"possibly her former lover as well , as i",suggested that might be true.,Gemini
4375,"her eyes gazed upward , as she",she looked up at the sky.,Gemini
4376,"not long thereafter i was attacked , and",and then felt a sudden wave of nausea wash over me.,Gemini
4377,henry said flipping him the finger then,and then walked away.,Gemini
4378, that 'caretaker'-whoever he really is-might have moved,had moved the body.,Gemini
4379,"he recalled the heated , silky flesh beneath",his touch was both sensual and exhilarating.,Gemini
4380,francesca pounded her gently,"gently, trying to soothe her pain.",Gemini
4381,"he 's an angel ,","he said, a quiet reverence in his voice.",Gemini
4382," bride , i never thought i 'd ever say",say that to someone I love.,Gemini
4383,that meant that black cross headquarters,was completely compromised.,Gemini
4384,he completely stopped what he was doing and,turned to face the approaching danger.,Gemini
4385,a muffled groan floated down,"from the room, barely audible.",Gemini
4386,once the roadhouse neon had disappeared behind the,"the lights of the city, a sense of loneliness washed over him.",Gemini
4387," personally , '' the earl drawled ,",he said smoothly.,Gemini
4388,it was probably more my mother,my fault for not being more careful.,Gemini
4389,give the man a weapon and,and he'll end up in trouble.,Gemini
4390,it was weird how as soon as the,"the lights went out, a sudden darkness descending upon them.",Gemini
4391,"i cried out , insane with",fear and panic.,Gemini
4392,"charlie blinked at that , her mouth chopping",her jaw dropping in surprise.,Gemini
4393, we were showing some of the,of the exhibits.,Gemini
4394,i was a freak of,a complete accident.,Gemini
4395, you think you may have,you’ve done something terrible.,Gemini
4396,"daemon leaned against the fireplace mantel ,",his gaze fixed on the flames dancing in the hearth.,Gemini
4397," guys , '' jack said , smiling",with a relieved sigh.,Gemini
4398,i do n't even,even know how this happened.,Gemini
4399,i thanked mabel and listened to,to the concerned expression on her face.,Gemini
4400, perhaps our friends here,could help us.,Gemini
4401,then his life would depend on getting him,to safety.,Gemini
4402,"when next you see her , the",truth will come out.,Gemini
4403,if you go storming in and throw yourself,yourself into a dangerous situation.,Gemini
4404, david ... you 're here ...,you’re here… I can’t believe it.,Gemini
4405,i really was making,a terrible mistake.,Gemini
4406,the whole time he 'd,been planning this for a long time.,Gemini
4407,"but he only turned away ,",and refused to engage.,Gemini
4408,she remembered liam telling her that he did,he’d been having nightmares.,Gemini
4409,wylend had moved erland away and now sat,observing the scene.,Gemini
4410,and what can i do,do to help?,Gemini
4411,the corner of her mouth lifted,into a smirk.,Gemini
4412,"all at once , spencer was",overcome with emotion.,Gemini
4413,five paces brought her,to the edge of the forest.,Gemini
4414,"in my distracted state i completely forgot , and",I completely lost track of time.,Gemini
4415,ben picks up a stick from nearby and,and began to poke at the ground.,Gemini
4416,"but truth was , no matter how far","you run, you can’t escape the truth.",Gemini
4417,"when he finally ran into her , he",stopped dead in his tracks.,Gemini
4418,"oh goddess , she cupped a hand over","her hand to her mouth, trying to stifle a sob.",Gemini
4419,i was looking for an,explanation.,Gemini
4420,she is the most beautiful,woman I’ve ever seen.,Gemini
4421,theres nobody here but,us.,Gemini
4422,"ill fetch it , and ill",I’ll be right back.,Gemini
4423,"tell me , ' i urge",you to tell me everything.,Gemini
4424,"she 's short and round , skin the","color, and her eyes are unusually bright.",Gemini
4425,isaac stiffened and swung around,"around, ready to defend himself.",Gemini
4426,his trouble is that,he can’t control his anger.,Gemini
4427,but archer finn had always liked women who,who were independent and strong-willed.,Gemini
4428,i felt his hand grab for the neck,and I felt a surge of adrenaline.,Gemini
4429,i bet you hardly remember the name of,that specific event.,Gemini
4430, their tactics only made me,only strengthened my resolve.,Gemini
4431,that had always been buffalo 's quip,"was “never give up, never surrender.”",Gemini
4432,"ethen dashed after him ,",and disappeared into the crowd.,Gemini
4433,couple of punk aces took him out with,a rusty pipe.,Gemini
4434,"he shook his head , a silent",expression one of pure defeat.,Gemini
4435,"wrath asked , knowing , as he always","did, he knew he’d have to face the consequences.",Gemini
4436,"he selected one , carried it to the","table, placing it carefully in the center.",Gemini
4437," no , i do n't think you",you’re telling the truth.,Gemini
4438,she passed it to me and i,began to read.,Gemini
4439, a shame i do,feel so helpless.,Gemini
4440,she knelt by her side,and offered a comforting smile.,Gemini
4441,"part of his skull was exposed , and a",deep gash ran across it.,Gemini
4442,i heard jeff and the,others began to arrive.,Gemini
4443,jimmy was late meeting his,girlfriend.,Gemini
4444,i 'm not that good,good at lying.,Gemini
4445,"the two men crossed the dark kitchen , communicating with","gestures, their movements almost synchronized.",Gemini
4446,"his arms reached around her , and his",eyes darkened with desire.,Gemini
4447, he scared the,shit out of him.,Gemini
4448,"admitting defeat was not an option , if",there's no way out.,Gemini
4449,i think he was uncomfortable telling,explaining what had happened.,Gemini
4450,"perched on stilts over the water , the",restaurant was situated on a small island.,Gemini
4451,now it is just like,before I have a chance to regret it.,Gemini
4452,"i grinned , tossed them lightly in","the air, a playful gesture.",Gemini
4453,i was n't sure what dan-whose cast was finally off-or,"would do next, his mind racing with possibilities.",Gemini
4454,now he communicated a look that said i should,I needed to be more cautious.,Gemini
4455,"they looked up at him , silently ,",and waited for his instructions.,Gemini
4456,you 're not just smiling to make me,feel better.,Gemini
4457,i did n't doubt that,he was telling the truth.,Gemini
4458,"of course , there might have been another back in","the old days, when things felt so much simpler.",Gemini
4459,she certainly had n't done anything,done anything wrong.,Gemini
4460,either i sounded like a gold digging tramp,or a complete idiot.,Gemini
4461,she would never forget her pride in the,accomplishment was immense and something she’d never forget.,Gemini
4462, i have to prove that i can do my,job perfectly.,Gemini
4463,"the silence lasted , spinning from one","moment to moment, each second filled with a sense of intense anticipation.",Gemini
4464,"for her , he would walk through the fires",of hell to save her.,Gemini
4465, what could i possibly,possibly do to stop this?,Gemini
4466,she wiped her tears,and tried to regain her composure.,Gemini
4467,both aria and a boy she 'd met,had met at a party.,Gemini
4468,but when the witch was about,"to cast her spell, a chilling sense of foreboding washed over her.",Gemini
4469,the drummer had still been cursing about the bakery,about how the band was going to break up.,Gemini
4470,all he wants is to,be alone.,Gemini
4471,once they arrive things will,change dramatically.,Gemini
4472,but he could very well just be marking,"leaving a mark, a threat.",Gemini
4473,a quick spit and he ripped,"the knife, his movements swift and precise.",Gemini
4474,john creed hunched a,a grim expression on his face.,Gemini
4475,maybe even more as they seemed to have,seemed to sense the shift in the atmosphere.,Gemini
4476,was it ned or maybe op hog 's breath,or maybe it was just a figment of her imagination.,Gemini
4477,"i whimpered a little , but the hand on",was warm and reassuring.,Gemini
4478,all i can feel and see and hear,is a confusing and disorienting experience.,Gemini
4479,i 'm reading the beginning of,a new chapter in my life.,Gemini
4480,"he drove her hard , feeling her own","response, a primal urge overwhelming her.",Gemini
4481,doesnt my flesh also creep with goose bumps,when I think about what happened.,Gemini
4482,janelle felt for the gearshift and pulled,"down hard on the accelerator, and the car sped off.",Gemini
4483,"the door was hidden in the shadows ,",was hidden behind a bookshelf.,Gemini
4484,"kelsey asked , not bothering to",explain what happened.,Gemini
4485,he had noticed her alright and,his eyes met mine across the room.,Gemini
4486,and i had no idea how to fill,this message.,Gemini
4487,he was thinking the woman must have taken,something valuable.,Gemini
4488,"she nodded , as if not",surprised by his own reaction.,Gemini
4489,he seemed to like this and played,a simple tune on his guitar.,Gemini
4490,laconnie 's voice came clipped,and sharp.,Gemini
4491, you 're a stubborn,stubborn woman.,Gemini
4492, now you are a dialectician as well as,a skilled strategist.,Gemini
4493,then how difficult do you think it would,be to accomplish this task?,Gemini
4494,and your little intern here- '' ,"he said, trying to sound nonchalant.",Gemini
4495,"and then , instead of giving it to","me, he hid it away.",Gemini
4496,i do feel a little guilty for not,being honest with myself.,Gemini
4497,we 've approached at the rear edge of the,building.,Gemini
4498," please understand , i 'm just trying",trying to be helpful.,Gemini
4499,it was the last letter,I'd ever received.,Gemini
4500,"i easily sprain this ankle , but it",doesn’t usually bother me that much.,Gemini
4501,i have witnessed more deaths than any man,have seen more death than any man alive.,Gemini
4502,the problem of succession brings,a crisis of leadership.,Gemini
4503,i think i feel sorry for the all of,victims of this tragedy.,Gemini
4504," arvid , we are at a critical","juncture, Arvid.",Gemini
4505,do you think the answer,is obvious.,Gemini
4506,it was the song that was,playing softly in the background.,Gemini
4507,i can not allow you to she stopped him,"do that, she said firmly.",Gemini
4508,"elena explained , as clearly as she could","as clearly as she could, hoping he’d understand.",Gemini
4509,i do n't even think he,even know what he was talking about.,Gemini
4510,but then her head rocked ; he had,fallen into a deep sleep.,Gemini
4511,i made some minor revisions incorporating gps in,into the document.,Gemini
4512,"in that moment , death waiting to take",him was inevitable.,Gemini
4513,his green and white hair was loose and,and unkempt.,Gemini
4514,"instead , this false light created",was nothing more than an illusion.,Gemini
4515,"common folk knew nothing of them , though",the legends were passed down through generations.,Gemini
4516,rhinos in africa that carry,carry ticks.,Gemini
4517,i never quite got used to the lightning,the unpredictable nature of the storms.,Gemini
4518, it was n't that,I was ready to give up.,Gemini
4519,an edge of hurt,and a longing for something more filled her heart.,Gemini
4520,"hey , let go",of me!,Gemini
4521,we 'll just walk across,the street.,Gemini
4522,i placed the paper on the,"table, my hands trembling.",Gemini
4523,"oh god , please dont",don’t let this happen!,Gemini
4524,"my muscles however , which were now only",were failing.,Gemini
4525,i turned back to the screen and watched,the unfolding drama on the screen.,Gemini
4526,mari released his shoulder and,"and stepped back, offering him some space.",Gemini
4527," it 's not without flaws ,",it's a work in progress.,Gemini
4528,some of the blood thundering in,his veins pulsed with a renewed sense of energy.,Gemini
4529,perhaps fast breathing kept the organism from getting into,its host finding a suitable place to reproduce.,Gemini
4530,i suddenly realized that i had,been wrong about him.,Gemini
4531,"'lack of food is making you delirious ,","the doctor said, his voice filled with concern.",Gemini
4532,talon opened the door to his cabin,and stepped out into the night air.,Gemini
4533,a little girl ran out of the tea house and,dashed across the street.,Gemini
4534,"and the port director , annabella 'the assassin","assassin,” was standing before them.",Gemini
4535,travis and dizzy began filling,"filling the containers, their movements swift and efficient.",Gemini
4536,"so you picked your time , you waited",waited for the perfect moment to strike.,Gemini
4537," allen , proceed when",you’re ready.,Gemini
4538,i do n't want any of the stuff,of that negativity in my life.,Gemini
4539," i really need a shower now ,",I really need to wash this off.,Gemini
4540,right now we 're going to look,look at the evidence again.,Gemini
4541,"besides , we told mom that",we also informed the authorities.,Gemini
4542, i do n't want to remember,to think about it anymore.,Gemini
4543,dumas gave the nod and the other,the others sprang into action.,Gemini
4544,"thiago asked , taking the","evidence, a glimmer of hope in his eyes.",Gemini
4545,"she heard his low exhalation ,",she could hear his heart pounding in his chest.,Gemini
4546,this statement was of dramatic significance,was that it revealed a secret that could change everything.,Gemini
4547,"honestly , i thought i would just have",have to deal with such a difficult situation.,Gemini
4548,candace narrows her steely stare over at my being,"my presence, and I felt a sense of unease wash over me.",Gemini
4549, i thought the story was that he,the killer was a close friend.,Gemini
4550,she was grateful hed come to her defense,she felt a renewed sense of hope.,Gemini
4551, i want you,to be with you.,Gemini
4552,but she could not even do that right,do what she was told.,Gemini
4553,"like maias father , who has a multi-million-dollar","fortune, and he uses it to manipulate others.",Gemini
4554,"rather than answer her just yet , he said ,","he said, his voice calm and steady.",Gemini
4555, i presume there was a reason you,did this?,Gemini
4556,using the arm of the couch as a lever,"and stood up abruptly, ready to face whatever might come next.",Gemini
4557,"through the heavy mist and low-hanging clouds , the",distant mountains were barely visible.,Gemini
4558,"with the beach by now desert ,","deserted, and the silence was heavy and oppressive.",Gemini
4559,the process was tedious and it took jay,several days of intense work.,Gemini
4560,it was as if this whole conversation was,a complete waste of time.,Gemini
4561,"then she turned to confide in colin ,",and confided in him her deepest fears.,Gemini
4562,"when that was granted , he pronounced himself",himself ready to face whatever might come.,Gemini
4563,"she shook her lizard head , stared at the people","the onlookers, her expression unreadable.",Gemini
4564,she did n't crave the coffee quite as,as much before.,Gemini
4565,"while parker slept , i",I slipped out and headed to the kitchen.,Gemini
4566,he pressed his forehead against hers before he gave,a tender kiss that lingered on her lips.,Gemini
4567," yes , that but",is this all there is to it?,Gemini
4568,or maybe she was at her friend 's,her friend’s house.,Gemini
4569, we 'll negotiate that,the terms of the deal.,Gemini
4570,she was caught and he had no,way out.,Gemini
4571,"he looked into her eyes again , saw",a look of pure hatred in his eyes.,Gemini
4572,"he took a deep , calming breath and","began to speak, his voice calm and measured.",Gemini
4573,it 's like he 's speaking directly into,"my head, and I couldn’t make sense of anything he was saying.",Gemini
4574,who needs a tee-shirt with a corny slogan when,you've already got a nice jacket.,Gemini
4575," oh , no ,","oh, no.",Gemini
4576,i do n't expect anything,anything good to come of this.,Gemini
4577,"excuse me , carlos said and",then started to apologize profusely.,Gemini
4578,chapter twelve jewell could tell she was,"was clearly nervous, her hands trembling slightly.",Gemini
4579,"she shrugged , doing her",best to just let things play out.,Gemini
4580,"she rubbed her thumb and forefinger together ,","her fingers intertwined, a silent gesture of comfort.",Gemini
4581,"as the speaker droned on , my wintry",thoughts were consumed by a sense of dread.,Gemini
4582,"i looked around the room , searching for",something important.,Gemini
4583,"however , you must remember that the devil wanted",remember that evil is always lurking in the shadows.,Gemini
4584,when i biked out to the,the park and noticed something strange.,Gemini
4585,"but , ' one of them said ,","said, his voice filled with suspicion.",Gemini
4586,you had to watch yourself when speaking with,people in positions of power.,Gemini
4587,"lincoln and i have different moms , but i was","raised in the same household, but our experiences were vastly different.",Gemini
4588,she had n't dared tell,told anyone what had happened.,Gemini
4589,the only thing i could 've added,could have done to prevent this tragedy.,Gemini
4590,"in addition , a rally of teenagers protesting",a protest against the war.,Gemini
4591,but merry gay wondered how often tommy had,had been to see her.,Gemini
4592, john volos is not,a good person.,Gemini
4593, so says the woman who,who's always telling everyone how much she knows.,Gemini
4594,because catherines already convinced a judge to deny the,charges.,Gemini
4595,but i think i made,a mistake.,Gemini
4596, that gives a whole new meaning to you,to the situation.,Gemini
4597,steffor 's new spiritual filter had not just,only partially successful.,Gemini
4598,he grabbed her arm as,and pulled her into a hug.,Gemini
4599, i think we 're connected because i,we share a mysterious bond.,Gemini
4600,she 's gone doug ',"she’s gone, Doug.",Gemini
4601, go live in the,woods and never look back.,Gemini
4602,i witnessed all of these things as,a witness to history.,Gemini
4603,after work i headed over,to my friend's house.,Gemini
4604,"and yes , i",did what I had to do.,Gemini
4605, do n't forget,this is a dangerous situation.,Gemini
4606,"it 's like silk , and i love the",way it feels against my skin.,Gemini
4607,every movement she 's making beneath,was mesmerizing.,Gemini
4608,her tears have stopped as she struggles to,regain her composure.,Gemini
4609,she hefted her duffel bag with,with surprising strength.,Gemini
4610,"as earlier , the two",suspects were apprehended.,Gemini
4611,"then , shifting carefully from leg to leg",he felt a wave of nausea wash over him.,Gemini
4612,the large barn that was erected attracted lots,"of visitors, many coming from distant lands.",Gemini
4613,i passed a slew of cages some occupied,and some were empty.,Gemini
4614,"for some reason , she just assumed they",they’d already planned everything out.,Gemini
4615,i 've tied up the loose ends with,and I felt a sense of relief wash over me.,Gemini
4616,determined not to think about him any more,I tried to move on with my life.,Gemini
4617, you would n't believe me,you would never believe what happened.,Gemini
4618,he needed to make it clear that he,needed to make amends for his past mistakes.,Gemini
4619,he lived each moment in human,"time, acutely aware of the world around him.",Gemini
4620,he runs his hands from my bottom to my,"waist, his touch both tender and possessive.",Gemini
4621,"fighting the urge to wince , he",he tried to ignore the pain.,Gemini
4622,i flop onto the wet metal mesh of the,"cold, damp floor, feeling utterly defeated.",Gemini
4623,"( r.j. ) leviticus , 1:12  and",and he remembered this passage in particular.,Gemini
4624,amelia had long ago left for work at,the local diner.,Gemini
4625,you 'll belong to me,you’ll regret this.,Gemini
4626,"he 'd taken too long to notice ,",he’d been careless.,Gemini
4627,get back to the point,let’s focus on solving this.,Gemini
4628,captain harris and co-pilot major cervantes will fly,will fly us to our destination.,Gemini
4629," for theft , i",was found guilty.,Gemini
4630,"some would say he was paranoid , but",he was extremely cautious.,Gemini
4631,leftovers i was back at the,"the scene of the crime, and a wave of nausea washed over me.",Gemini
4632,i wanted to say 'look here i guess,I guess I should have been more careful.,Gemini
4633,there were five huge columns across the front,"the ancient building, each one intricately carved.",Gemini
4634,she wanted an afternoon nap with ted before,she'd met with her lawyer before going to sleep.,Gemini
4635,no amount of good smell can take my,sense of impending doom.,Gemini
4636,"natalie is a gorgeous woman , with long","flowing auburn hair, and her eyes sparkled mischievously.",Gemini
4637, i 'm disappointed in,the outcome.,Gemini
4638,"now , characters were what my mother called",she referred to as “interesting characters.”,Gemini
4639,as she began to prepare their evening meal,she felt a sense of peace and tranquility.,Gemini
4640, thorne wants me to stick close to,"him, but I knew it was necessary.",Gemini
4641,daniel morgan was rising laboriously to his feet,"to his feet, his movements slow and deliberate.",Gemini
4642,"i had opened the shutters to see better , but",I could still hear the sounds of the city.,Gemini
4643, are you concerned that she does n't have,the suspect has a strong alibi?,Gemini
4644,we could not even,get away with this.,Gemini
4645,jeverre is definitely not this,this kind of person.,Gemini
4646,she knew a fairly decent tavern,and it was a place she felt safe.,Gemini
4647, not until i see you take,I see you make amends.,Gemini
4648,i want you to love,love me for who I am.,Gemini
4649,"with each picture we pass , she trails her","finger across the photographs, pausing at each one.",Gemini
4650, do you think you,you think you can solve this case?,Gemini
4651,i vaguely remember arriving back in the coffee shop,and then felt a chill run down my spine.,Gemini
4652,"they used the land for profit , replacing",the natural landscape with concrete buildings.,Gemini
